ticker,date,close,adjusted_close,volume
MSFT,2024-05-08,99.067,99.1264,1343500
MSFT,2024-05-09,99.308,99.3676,1347000
MSFT,2024-05-10,99.549,99.6087,1350500
MSFT,2024-05-13,99.79,99.8499,1354000
MSFT,2024-05-14,100.031,100.091,1357500
MSFT,2024-05-15,100.272,100.3322,1361000
MSFT,2024-05-16,100.513,100.5733,1364500
MSFT,2024-05-17,100.754,100.8145,1368000
MSFT,2024-05-20,100.995,101.0556,1371500
MSFT,2024-05-21,101.236,101.2967,1375000
MSFT,2024-05-22,101.477,101.5379,1378500
MSFT,2024-05-23,101.718,101.779,1382000
MSFT,2024-05-24,101.959,102.0202,1385500
MSFT,2024-05-27,102.2,102.2613,1389000
MSFT,2024-05-28,101.475,101.5359,1392500
MSFT,2024-05-29,101.716,101.777,1396000
MSFT,2024-05-30,101.957,102.0182,1399500
MSFT,2024-05-31,102.198,102.2593,1403000
MSFT,2024-06-03,102.439,102.5005,1406500
MSFT,2024-06-04,102.68,102.7416,1410000
MSFT,2024-06-05,102.921,102.9828,1413500
MSFT,2024-06-06,103.162,103.2239,1417000
MSFT,2024-06-07,103.403,103.465,1420500
MSFT,2024-06-10,103.644,103.7062,1424000
MSFT,2024-06-11,103.885,103.9473,1427500
MSFT,2024-06-12,104.126,104.1885,1431000
MSFT,2024-06-13,104.367,104.4296,1434500
MSFT,2024-06-14,104.608,104.6708,1438000
MSFT,2024-06-17,104.849,104.9119,1441500
MSFT,2024-06-18,105.09,105.1531,1445000
MSFT,2024-06-19,105.331,105.3942,1448500
MSFT,2024-06-20,105.572,105.6353,1452000
MSFT,2024-06-21,105.813,105.8765,1455500
MSFT,2024-06-24,106.054,106.1176,1459000
MSFT,2024-06-25,106.295,106.3588,1462500
MSFT,2024-06-26,105.57,105.6333,1466000
MSFT,2024-06-27,105.811,105.8745,1469500
MSFT,2024-06-28,106.052,106.1156,1473000
NVDA,2024-01-02,87.0,87.1044,1050000
NVDA,2024-01-03,87.262,87.3667,1053500
NVDA,2024-01-04,87.524,87.629,1057000
NVDA,2024-01-05,87.786,87.8913,1060500
NVDA,2024-01-08,88.048,88.1537,1064000
NVDA,2024-01-09,88.31,88.416,1067500
NVDA,2024-01-10,88.572,88.6783,1071000
NVDA,2024-01-11,88.834,88.9406,1074500
NVDA,2024-01-12,89.096,89.2029,1078000
NVDA,2024-01-15,89.358,89.4652,1081500
NVDA,2024-01-16,89.62,89.7275,1085000
NVDA,2024-01-17,89.882,89.9899,1088500
NVDA,2024-01-18,90.144,90.2522,1092000
NVDA,2024-01-19,90.406,90.5145,1095500
NVDA,2024-01-22,90.668,90.7768,1099000
NVDA,2024-01-23,90.93,91.0391,1102500
NVDA,2024-01-24,91.192,91.3014,1106000
NVDA,2024-01-25,91.454,91.5637,1109500
NVDA,2024-01-26,91.716,91.8261,1113000
NVDA,2024-01-29,91.978,92.0884,1116500
NVDA,2024-01-30,92.24,92.3507,1120000
NVDA,2024-01-31,91.41,91.5197,1123500
NVDA,2024-02-01,91.672,91.782,1127000
NVDA,2024-02-02,91.934,92.0443,1130500
NVDA,2024-02-05,92.196,92.3066,1134000
NVDA,2024-02-06,92.458,92.5689,1137500
NVDA,2024-02-07,92.72,92.8313,1141000
NVDA,2024-02-08,92.982,93.0936,1144500
NVDA,2024-02-09,93.244,93.3559,1148000
NVDA,2024-02-12,93.506,93.6182,1151500
NVDA,2024-02-13,93.768,93.8805,1155000
NVDA,2024-02-14,94.03,94.1428,1158500
NVDA,2024-02-15,94.292,94.4052,1162000
NVDA,2024-02-16,94.554,94.6675,1165500
NVDA,2024-02-19,94.816,94.9298,1169000
NVDA,2024-02-20,95.078,95.1921,1172500
NVDA,2024-02-21,95.34,95.4544,1176000
NVDA,2024-02-22,95.602,95.7167,1179500
NVDA,2024-02-23,95.864,95.979,1183000
NVDA,2024-02-26,96.126,96.2414,1186500
NVDA,2024-02-27,96.388,96.5037,1190000
NVDA,2024-02-28,96.65,96.766,1193500
NVDA,2024-02-29,95.82,95.935,1197000
NVDA,2024-03-01,96.082,96.1973,1200500
NVDA,2024-03-04,96.344,96.4596,1204000
NVDA,2024-03-05,96.606,96.7219,1207500
NVDA,2024-03-06,96.868,96.9842,1211000
NVDA,2024-03-07,97.13,97.2466,1214500
NVDA,2024-03-08,97.392,97.5089,1218000
NVDA,2024-03-11,97.654,97.7712,1221500
NVDA,2024-03-12,97.916,98.0335,1225000
NVDA,2024-03-13,98.178,98.2958,1228500
NVDA,2024-03-14,98.44,98.5581,1232000
NVDA,2024-03-15,98.702,98.8204,1235500
NVDA,2024-03-18,98.964,99.0828,1239000
NVDA,2024-03-19,99.226,99.3451,1242500
NVDA,2024-03-20,99.488,99.6074,1246000
NVDA,2024-03-21,99.75,99.8697,1249500
NVDA,2024-03-22,100.012,100.132,1253000
NVDA,2024-03-25,100.274,100.3943,1256500
NVDA,2024-03-26,100.536,100.6566,1260000
NVDA,2024-03-27,100.798,100.919,1263500
NVDA,2024-03-28,101.06,101.1813,1267000
NVDA,2024-03-29,100.23,100.3503,1270500
NVDA,2024-04-01,100.492,100.6126,1274000
NVDA,2024-04-02,100.754,100.8749,1277500
NVDA,2024-04-03,101.016,101.1372,1281000
NVDA,2024-04-04,101.278,101.3995,1284500
NVDA,2024-04-05,101.54,101.6618,1288000
NVDA,2024-04-08,101.802,101.9242,1291500
NVDA,2024-04-09,102.064,102.1865,1295000
NVDA,2024-04-10,102.326,102.4488,1298500
NVDA,2024-04-11,102.588,102.7111,1302000
NVDA,2024-04-12,102.85,102.9734,1305500
NVDA,2024-04-15,103.112,103.2357,1309000
NVDA,2024-04-16,103.374,103.498,1312500
NVDA,2024-04-17,103.636,103.7604,1316000
NVDA,2024-04-18,103.898,104.0227,1319500
NVDA,2024-04-19,104.16,104.285,1323000
NVDA,2024-04-22,104.422,104.5473,1326500
NVDA,2024-04-23,104.684,104.8096,1330000
NVDA,2024-04-24,104.946,105.0719,1333500
NVDA,2024-04-25,105.208,105.3342,1337000
NVDA,2024-04-26,105.47,105.5966,1340500
NVDA,2024-04-29,104.64,104.7656,1344000
NVDA,2024-04-30,104.902,105.0279,1347500
NVDA,2024-05-01,105.164,105.2902,1351000
NVDA,2024-05-02,105.426,105.5525,1354500
NVDA,2024-05-03,105.688,105.8148,1358000
NVDA,2024-05-06,105.95,106.0771,1361500
NVDA,2024-05-07,106.212,106.3395,1365000
NVDA,2024-05-08,106.474,106.6018,1368500
NVDA,2024-05-09,106.736,106.8641,1372000
NVDA,2024-05-10,106.998,107.1264,1375500
NVDA,2024-05-13,107.26,107.3887,1379000
NVDA,2024-05-14,107.522,107.651,1382500
NVDA,2024-05-15,107.784,107.9133,1386000
NVDA,2024-05-16,108.046,108.1757,1389500
NVDA,2024-05-17,108.308,108.438,1393000
NVDA,2024-05-20,108.57,108.7003,1396500
NVDA,2024-05-21,108.832,108.9626,1400000
NVDA,2024-05-22,109.094,109.2249,1403500
NVDA,2024-05-23,109.356,109.4872,1407000
NVDA,2024-05-24,109.618,109.7495,1410500
NVDA,2024-05-27,109.88,110.0119,1414000
NVDA,2024-05-28,109.05,109.1809,1417500
NVDA,2024-05-29,109.312,109.4432,1421000
NVDA,2024-05-30,109.574,109.7055,1424500
NVDA,2024-05-31,109.836,109.9678,1428000
NVDA,2024-06-03,110.098,110.2301,1431500
NVDA,2024-06-04,110.36,110.4924,1435000
NVDA,2024-06-05,110.622,110.7547,1438500
NVDA,2024-06-06,110.884,111.0171,1442000
NVDA,2024-06-07,111.146,111.2794,1445500
NVDA,2024-06-10,111.408,111.5417,1449000
NVDA,2024-06-11,111.67,111.804,1452500
NVDA,2024-06-12,111.932,112.0663,1456000
NVDA,2024-06-13,112.194,112.3286,1459500
NVDA,2024-06-14,112.456,112.5909,1463000
NVDA,2024-06-17,112.718,112.8533,1466500
NVDA,2024-06-18,112.98,113.1156,1470000
NVDA,2024-06-19,113.242,113.3779,1473500
NVDA,2024-06-20,113.504,113.6402,1477000
NVDA,2024-06-21,113.766,113.9025,1480500
NVDA,2024-06-24,114.028,114.1648,1484000
NVDA,2024-06-25,114.29,114.4271,1487500
NVDA,2024-06-26,113.46,113.5962,1491000
NVDA,2024-06-27,113.722,113.8585,1494500
NVDA,2024-06-28,113.984,114.1208,1498000
AMZN,2024-01-02,93.0,93.1674,1075000
AMZN,2024-01-03,93.283,93.4509,1078500
AMZN,2024-01-04,93.566,93.7344,1082000
AMZN,2024-01-05,93.849,94.0179,1085500
AMZN,2024-01-08,94.132,94.3014,1089000
AMZN,2024-01-09,94.415,94.5849,1092500
AMZN,2024-01-10,94.698,94.8685,1096000
AMZN,2024-01-11,94.981,95.152,1099500
AMZN,2024-01-12,95.264,95.4355,1103000
AMZN,2024-01-15,95.547,95.719,1106500
AMZN,2024-01-16,95.83,96.0025,1110000
AMZN,2024-01-17,96.113,96.286,1113500
AMZN,2024-01-18,96.396,96.5695,1117000
AMZN,2024-01-19,96.679,96.853,1120500
AMZN,2024-01-22,96.962,97.1365,1124000
AMZN,2024-01-23,97.245,97.42,1127500
AMZN,2024-01-24,97.528,97.7036,1131000
AMZN,2024-01-25,97.811,97.9871,1134500
AMZN,2024-01-26,98.094,98.2706,1138000
AMZN,2024-01-29,98.377,98.5541,1141500
AMZN,2024-01-30,98.66,98.8376,1145000
AMZN,2024-01-31,97.725,97.9009,1148500
AMZN,2024-02-01,98.008,98.1844,1152000
AMZN,2024-02-02,98.291,98.4679,1155500
AMZN,2024-02-05,98.574,98.7514,1159000
AMZN,2024-02-06,98.857,99.0349,1162500
AMZN,2024-02-07,99.14,99.3185,1166000
AMZN,2024-02-08,99.423,99.602,1169500
AMZN,2024-02-09,99.706,99.8855,1173000
AMZN,2024-02-12,99.989,100.169,1176500
AMZN,2024-02-13,100.272,100.4525,1180000
AMZN,2024-02-14,100.555,100.736,1183500
AMZN,2024-02-15,100.838,101.0195,1187000
AMZN,2024-02-16,101.121,101.303,1190500
AMZN,2024-02-19,101.404,101.5865,1194000
AMZN,2024-02-20,101.687,101.87,1197500
AMZN,2024-02-21,101.97,102.1535,1201000
AMZN,2024-02-22,102.253,102.4371,1204500
AMZN,2024-02-23,102.536,102.7206,1208000
AMZN,2024-02-26,102.819,103.0041,1211500
AMZN,2024-02-27,103.102,103.2876,1215000
AMZN,2024-02-28,103.385,103.5711,1218500
AMZN,2024-02-29,102.45,102.6344,1222000
AMZN,2024-03-01,102.733,102.9179,1225500
AMZN,2024-03-04,103.016,103.2014,1229000
AMZN,2024-03-05,103.299,103.4849,1232500
AMZN,2024-03-06,103.582,103.7684,1236000
AMZN,2024-03-07,103.865,104.052,1239500
AMZN,2024-03-08,104.148,104.3355,1243000
AMZN,2024-03-11,104.431,104.619,1246500
AMZN,2024-03-12,104.714,104.9025,1250000
AMZN,2024-03-13,104.997,105.186,1253500
AMZN,2024-03-14,105.28,105.4695,1257000
AMZN,2024-03-15,105.563,105.753,1260500
AMZN,2024-03-18,105.846,106.0365,1264000
AMZN,2024-03-19,106.129,106.32,1267500
AMZN,2024-03-20,106.412,106.6035,1271000
AMZN,2024-03-21,106.695,106.8871,1274500
AMZN,2024-03-22,106.978,107.1706,1278000
AMZN,2024-03-25,107.261,107.4541,1281500
AMZN,2024-03-26,107.544,107.7376,1285000
AMZN,2024-03-27,107.827,108.0211,1288500
AMZN,2024-03-28,108.11,108.3046,1292000
AMZN,2024-03-29,107.175,107.3679,1295500
AMZN,2024-04-01,107.458,107.6514,1299000
AMZN,2024-04-02,107.741,107.9349,1302500
AMZN,2024-04-03,108.024,108.2184,1306000
AMZN,2024-04-04,108.307,108.502,1309500
AMZN,2024-04-05,108.59,108.7855,1313000
AMZN,2024-04-08,108.873,109.069,1316500
AMZN,2024-04-09,109.156,109.3525,1320000
AMZN,2024-04-10,109.439,109.636,1323500
AMZN,2024-04-11,109.722,109.9195,1327000
AMZN,2024-04-12,110.005,110.203,1330500
AMZN,2024-04-15,110.288,110.4865,1334000
AMZN,2024-04-16,110.571,110.77,1337500
AMZN,2024-04-17,110.854,111.0535,1341000
AMZN,2024-04-18,111.137,111.337,1344500
AMZN,2024-04-19,111.42,111.6206,1348000
AMZN,2024-04-22,111.703,111.9041,1351500
AMZN,2024-04-23,111.986,112.1876,1355000
AMZN,2024-04-24,112.269,112.4711,1358500
AMZN,2024-04-25,112.552,112.7546,1362000
AMZN,2024-04-26,112.835,113.0381,1365500
AMZN,2024-04-29,111.9,112.1014,1369000
AMZN,2024-04-30,112.183,112.3849,1372500
AMZN,2024-05-01,112.466,112.6684,1376000
AMZN,2024-05-02,112.749,112.9519,1379500
AMZN,2024-05-03,113.032,113.2355,1383000
AMZN,2024-05-06,113.315,113.519,1386500
AMZN,2024-05-07,113.598,113.8025,1390000
AMZN,2024-05-08,113.881,114.086,1393500
AMZN,2024-05-09,114.164,114.3695,1397000
AMZN,2024-05-10,114.447,114.653,1400500
AMZN,2024-05-13,114.73,114.9365,1404000
AMZN,2024-05-14,115.013,115.22,1407500
AMZN,2024-05-15,115.296,115.5035,1411000
AMZN,2024-05-16,115.579,115.787,1414500
AMZN,2024-05-17,115.862,116.0706,1418000
AMZN,2024-05-20,116.145,116.3541,1421500
AMZN,2024-05-21,116.428,116.6376,1425000
AMZN,2024-05-22,116.711,116.9211,1428500
AMZN,2024-05-23,116.994,117.2046,1432000
AMZN,2024-05-24,117.277,117.4881,1435500
AMZN,2024-05-27,117.56,117.7716,1439000
AMZN,2024-05-28,116.625,116.8349,1442500
AMZN,2024-05-29,116.908,117.1184,1446000
AMZN,2024-05-30,117.191,117.4019,1449500
AMZN,2024-05-31,117.474,117.6855,1453000
AMZN,2024-06-03,117.757,117.969,1456500
AMZN,2024-06-04,118.04,118.2525,1460000
AMZN,2024-06-05,118.323,118.536,1463500
AMZN,2024-06-06,118.606,118.8195,1467000
AMZN,2024-06-07,118.889,119.103,1470500
AMZN,2024-06-10,119.172,119.3865,1474000
AMZN,2024-06-11,119.455,119.67,1477500
AMZN,2024-06-12,119.738,119.9535,1481000
AMZN,2024-06-13,120.021,120.237,1484500
AMZN,2024-06-14,120.304,120.5205,1488000
AMZN,2024-06-17,120.587,120.8041,1491500
AMZN,2024-06-18,120.87,121.0876,1495000
AMZN,2024-06-19,121.153,121.3711,1498500
AMZN,2024-06-20,121.436,121.6546,1502000
AMZN,2024-06-21,121.719,121.9381,1505500
AMZN,2024-06-24,122.002,122.2216,1509000
AMZN,2024-06-25,122.285,122.5051,1512500
AMZN,2024-06-26,121.35,121.5684,1516000
AMZN,2024-06-27,121.633,121.8519,1519500
AMZN,2024-06-28,121.916,122.1354,1523000
META,2024-01-02,99.0,99.0,1100000
META,2024-01-03,99.304,99.304,1103500
META,2024-01-04,99.608,99.608,1107000
META,2024-01-05,99.912,99.912,1110500
META,2024-01-08,100.216,100.216,1114000
META,2024-01-09,100.52,100.52,1117500
META,2024-01-10,100.824,100.824,1121000
META,2024-01-11,101.128,101.128,1124500
META,2024-01-12,101.432,101.432,1128000
META,2024-01-15,101.736,101.736,1131500
META,2024-01-16,102.04,102.04,1135000
META,2024-01-17,102.344,102.344,1138500
META,2024-01-18,102.648,102.648,1142000
META,2024-01-19,102.952,102.952,1145500
META,2024-01-22,103.256,103.256,1149000
META,2024-01-23,103.56,103.56,1152500
META,2024-01-24,103.864,103.864,1156000
META,2024-01-25,104.168,104.168,1159500
META,2024-01-26,104.472,104.472,1163000
META,2024-01-29,104.776,104.776,1166500
META,2024-01-30,105.08,105.08,1170000
META,2024-01-31,104.04,104.04,1173500
META,2024-02-01,104.344,104.344,1177000
META,2024-02-02,104.648,104.648,1180500
META,2024-02-05,104.952,104.952,1184000
META,2024-02-06,105.256,105.256,1187500
META,2024-02-07,105.56,105.56,1191000
META,2024-02-08,105.864,105.864,1194500
META,2024-02-09,106.168,106.168,1198000
META,2024-02-12,106.472,106.472,1201500
META,2024-02-13,106.776,106.776,1205000
META,2024-02-14,107.08,107.08,1208500
META,2024-02-15,107.384,107.384,1212000
META,2024-02-16,107.688,107.688,1215500
META,2024-02-19,107.992,107.992,1219000
META,2024-02-20,108.296,108.296,1222500
META,2024-02-21,108.6,108.6,1226000
META,2024-02-22,108.904,108.904,1229500
META,2024-02-23,109.208,109.208,1233000
META,2024-02-26,109.512,109.512,1236500
META,2024-02-27,109.816,109.816,1240000
META,2024-02-28,110.12,110.12,1243500
META,2024-02-29,109.08,109.08,1247000
META,2024-03-01,109.384,109.384,1250500
META,2024-03-04,109.688,109.688,1254000
META,2024-03-05,109.992,109.992,1257500
META,2024-03-06,110.296,110.296,1261000
META,2024-03-07,110.6,110.6,1264500
META,2024-03-08,110.904,110.904,1268000
META,2024-03-11,111.208,111.208,1271500
META,2024-03-12,111.512,111.512,1275000
META,2024-03-13,111.816,111.816,1278500
META,2024-03-14,112.12,112.12,1282000
META,2024-03-15,112.424,112.424,1285500
META,2024-03-18,112.728,112.728,1289000
META,2024-03-19,113.032,113.032,1292500
META,2024-03-20,113.336,113.336,1296000
META,2024-03-21,113.64,113.64,1299500
META,2024-03-22,113.944,113.944,1303000
